OriginalTweet,encoded_sentiment
This I live on my own and am scared Nearest supermarket is 5 miles away by bus Scared of being bashed into in busy supermarket as have spinal arthritis amp degenerative disk disease w severa,0
I work in retail part time and the amount of people that was in and out of my store this weekend did not decrease one bit COVID 19 ain t stopping these MOFO s,0
I really have had enough of panic buyers I was basically told tonight that because I work full time I have no chance of getting any food Are you having a laugh I ve been considerate enough to buy the essentials only for my family StopPanicBuying coronavirus,2
Stop misusing ur privilege amp grow up Some1 cud not hv a meal cos u decided to bulk buy food at a grocery store Some1 cud catch d virus cos they didn t hv a sanitiser cos u bought all the santisers We all owe something to our community amp now is d time to prove it,2
Wells Fargo is committed to helping customers experiencing hardships due to COVID 19 If in need of assistance customers can call 1 800 219 9739 to speak with a trained specialist about options available for their consumer lending small busin,0
Wells Fargo is committed to helping customers experiencing hardships from COVID 19 If in need of assistance customers can call 1 800 219 9739 to speak with a trained specialist about options available for their consumer lending small business,0
dubs Wells Fargo is committed to helping customers experiencing hardships from COVID 19 If in need of assistance customers can call 1 800 219 9739 to speak with a trained specialist about options available for their consumer lending small busine,0
Wells Fargo is committed to helping customers experiencing hardships from COVID 19 If in need of assistance customers can call 1 800 219 9739 to speak with a trained specialist about options available for their consumer lending small b,0
Ddot Wells Fargo is committed to helping customers experiencing hardships from COVID 19 If in need of assistance customers can call 1 800 219 9739 to speak with a trained specialist about options available for their consumer lending small business,0
Wells Fargo is committed to helping customers experiencing hardships from COVID 19 If assistance is needed customers can call 1 800 219 9739 to speak with a trained specialist about options available for their consumer lending small business,0
To all my animal lover friends please see you stock up ur petfood as i just got to know when i was ordering food for my cat that petfood are also going out of stock due to the on going COVID2019 issue Please stock up food for your furry babies RETWEET animallovers,0
In a time when it would be perfect to use grocery pickup our locals was forced to shut down grocery pickup for two weeks Wouldn t having fewer people in the store be ideal confused COVID2019,0
Much needed adversary against black marketing nd overpricing of masks nd sanitisers Stop overshooting Prices of current essentials Thank you Govt COVID2019,1
Welp I guess this is going to be the last Fitting Room post for the foreseeable future THANKS CORONAVIRUS Luckily for us online shopping is still a thing,0
No mention in the coronavirus 3Monkeys press conference of actions to stop panic buying re stocking of essentials and a black market in things like hand sanitiser and other forms of PPE No mention of ensuring food and medicines logistics are supported,2
C4News Supermarkets are already struggling to keep up with online shopping despite little Matty Hancock claiming that he has been in talks with them Thank God the Tories are building 40 new hospitals to cope with the coronavirus,2
Popped over at my local supermarket n it s zombie land Not sure why people are panicking are people stacking up for few weeks or year smh Hardly any milk frozen food tins meds pasta all gone in effect Stock n crypto market crashing interest rates to zero,1
Links with info on communicating with children regarding COVID 19 Managing stress How to talk to kids,1
Amazon is planning to hire 100 000 new warehouse and delivery workers in the U S to meet the growing demand for online shopping amid mass business shutdowns due to the coronavirus,2
In light of the current crisis Companies which not being affected should support the local community in different ways e g supermarket launches free delivery services telecommunication companies should provide free internet and so on COVID2019,0
Walked in to my local supermarket and out again No soaps laundry detergent or anything of that nature Very few cleaning products only a few of the most expensive remain No bread cereal flour rice etc Very little tinned and frozen COVID19au coronavirus Covid 19,1
Coronavirus or not being an employee at a grocery store is noble and honorable work Don t put someone down just because their job pays less Their pay does not equal their value,0
What are the hallmarks of a successful bricks and mortar retail business As the retail industry continues to face its challenges especially now with coronavirus we discuss strategies for navigating a market increasingly dominated by online retailers,0
In light of the current Coronovirus COVID 19 situation BHTA s consumer advice leaflet Get Wise to Hand Hygiene is an excellent guide The document will show you the importance and step by step of how to wash your hands Download now Click here gt gt,0
Since its outbreak COVID 19 has disrupted commerce and trade as well as giving rise to commercial and consumer disputes Here is what companies can do to prepare for potential litigations claims,2
Coronavirus originalcontent winners and losers comedy version Gaming incl board games Durex Online learning Online shopping Coffee machines Cook books Pets Starbucks Burglars Uber Feel free to add some below but keep it light please,0
I m not worri s about running out of food toilet paper water but I m growing increasingly concerned that I didn t stock up enough on cannabis COVID19 Coronavirus,2
A focused and coordinated response to COVID19 should now be at the top of the agenda for every CPG CEO as the industry will be living with its consequences for months or even years,2
Retailers have warned that hoarding toilet paper cleaning supplies and food staples was fueling shortages and stoking fear,0
If you re not on it s a great resource for this kind of situation Your neighbors will tell you what is available or out at the grocery store etc CoronaVirus lt gt SocialDistancing,1
Amazon said it needs to hire 100 000 people across the U S to keep up with a crush of orders as the spreads and keeps more people at home shopping online Those interested in applying can learn more about the openings here,2
I also wouldn t delay the XboxSX from COVID 19 because online shopping still exists,1
Keeping your pets safe from COVID 19 because they may test weak positive for COVID 19 from a number of things Wash your hands Stock up on pet supplies including at least 2 weeks worth of food Designate an emergency care giver in the event your unable to,0
Being a OR nurse means no workingfromhome working long hours and failed attempts to stockup Hope I don t fall ill with coronavirus and have to Quarantine myself,0
I am at high risk of Covid 19 I work at a hosptial predominantly in the ED I am only going to work and to the supermarket when I need to But it s going to be hard when everyone panic buys and leaves no food,0
To all those people stockpiling spare a thought for the elderly man who I just passed in the pasta aisle at Sainsbury s It was totally empty He was very distressed as to why there was none left having struggled to get to the shop with his walking stick and shopping trolley,1
Britain s food retailers published an open letter in national newspapers urging shoppers to stop buying more than they need during the outbreak More here,1
Want to cancel my domestic travel in India in april 20 following Govt advisory for avoiding travel due to Covid 19 situation I expect consumer friendly cancellation fees waiver at your end I hope for a positive response at your end al,0
Nike UrbanOutfitters and other retailers shuttering stores temporarily because of coronavirus retail retailnews retailernews consumer consumernews retail2020 brickandmortar,2
have deliveries Barnstaple just been occupied by panic buyers or have you pulled the services short term From a weekly online shopper because I can t stand shopping at the best of times coronavirus,2
Covid 19 supermarket procedure for seniors covid 19 seniors,2
Why do I feel this hysteria is being created to destabilize the country and destroy the unparalleled and historic economic successes of President Worldwide Deaths Jan Feb 2020 2 360 Coronavirus 69 602 Common Cold Flu 240 950 HIV,1
Shopping online for TP or other supplies Start with Amazon Smile and your purchases can help children in crisis Just choose Bethel Bible Village as your charity and Amazon will donate a portion of the proceeds to Bethel coronavirus shopfromhome,0
So COVID 19 mass panic Every grocery store general store and gas station out of toilet paper paper towels Kleenex now food I believe this is a little much I get the schools canceling sports etc even certain meetings going to online for now but no one out Not anyone,1
French President Emmanuel Macron just announced all gas electricity water bills and rents are to be suspended indefinitely,1
Patel The consumer and the competition regulators will be on high alert for price gouging CoronavirusOutbreak CoronaVirusSA,2
The nation s major specialty retailers are temporarily closing stores and or reducing hours,2
My nephew Will highlights the crazy consumer response to Covid 19 in a rather entertaining way,2
As COVID 19 hysteria hits a crescendo this week remember the worst hit will be local bars restaurants and diners Get food from them with Uber Eats or Doordash and have them leave it on your porch if you re paranoid but don t let panic take over,0
Buying food in the time of covid 19 1 no mass transpo just walk 2 only one buyer per household 3 stock up for one week And oh fuck this government,0
Crazy how grocery store workers had no idea they signed up for the draft,1
This makes interesting reading and shows how minimal the impact of COVID 19 is so far So why the panic buying of food toilet rolls amp hygiene products Are the authorities keeping something from us or is the lack of information,1
Can we get a tax break or a Medal of Freedom for the grocery store employees this year coronavirus,0
If the pubs have to close due to COVID 19 please continue to support your local independents Some bottle shops may still be open amp brewery collections may be open Just outside the area are doing crowler amp growler fills soon If you must use the supermarket,0
Policymakers are fighting the wrong battle my take RE covid 19 on,0
The 1 5 trillion lost to the stock market would have made a bigger difference if given to the people for rent and food to allow them to stay home for 2 weeks Cases would come to light in quarantine and this thing would pass quickly About 4300 each coronavirus,1
They can t figure out why half the US workforce being told to stay home without clear direction on how they will survive is crashing the economy,1
It is unwarranted to blindly chastise people who are buying large quantities of coronavirus food stock or items because we don t know how many people are in their household and if they are also shopping for others Coronavirus,1
What s the craziest thing you ve done in the last week as a COVID 19 precaution Because I just got back from the supermarket and while washing my hands put soap up my nose and cleaned each nostril with a spinning index finger coronapocolypse CoronavirusOutbreak StayTheFHome,1
UPDATE Northgate Market representatives have just announced the company will now be opening all 41 Southern California stores an hour early at 7 a m for seniors only,2
A supermarket in LaHabra is trying to help local seniors during the COVID 19 pandemic by opening its doors a half hour early each day exclusively for shoppers 65 and older,2
With that being said he really needs to come through with a stay on debt collection Retweet and encourage him and the legislature to pause debt collection during the coronavirus pandemic,1
With businesses closing workers are going to be suffering big because of this pandemic We NEED a stay on debt collection to prevent people from being thrown out of their homes and being financially ruined RETWEET AND SIGN Coronadebtrelief,0
Whatever you need that can t be found in a grocery store or pharmacy get it now Based on the last few days I don t expect much to be open beyond grocery stores amp pharmacies in much of Canada by tomorrow afternoon CoronavirusOutbreak COVIDCanada coronavirus coronapocolypse,2
Please have designated time hours in the AM where the elderly can purchase food for themselves and seperate themselves from the hoarders and potential dangers of those carrying the virus This should be done now shoprite wegmans,1
Please Note Starting Monday March 16 will temporarily close to the public to help halt the spread of Covid 19 Online shopping at both retail locations will remain available amp our 24 hr book donation bins Stay well,0
PSA You have two choices during this lockdown 1 Save as much money as possible because you won t be going anywhere or doing anything 2 Online shopping Stocks seem to be the best thing to shop for right now Pick your battles coronavirus COVID19,0
Retail coronavirus 13 retailers announce temporarily store closures to fight coronavirus,1
NEWS ALERT Please see the press release from amp about price hikes amp price gouging due to COVID 19 IT IS ILLEGAL Please report suspected practices amp review for additional information,2
Please be advised that during this time many of our retail stores are changing their hours based on their head office directives If you plan to shop please call ahead to see if the store is open Thank you coronavirus covid19NB,0
For all flights booked before 12 03 and with a travel date until 30 04 we offer you time till 01 06 to contact us to rebook your ticket So there s no need to contact us right now Simply get back to us when you re ready to fly again More info,2
As America shuts down due to the coronavirus pandemic we have hard working Americans on the frontlines keeping our way of life as stable as can be These Americans deliver our food stock our shelves takes care of our sick We NEED HazardPayForFrontlineWorkers,2
Grocery stores amp other U S businesses remaining open amid the coronavirus pandemic are facing pressure from unions amp activists to provide hazard pay for employees whose jobs involve tasks that put them at direct risk of exposure to the infectious disease,1
Good evening As mandated by the government we will temporarily close JENRA Mall starting tomorrow until further notice due to COVID 19 Concern However supermarket drugstores banks remittance services and UG fast food restaurant are still required to operate T T,2
Hackers are exploiting the coronavirus crisis by posing as World Health Organisation officials in order to steal bank details and target government infrastructure,0
Unibail Rodamco Westfield that bought the international Westfield mall empire for 32bn in 2018 said it has been hit by a wave of store closures across Europe as governments scramble to contain the spread of the coronavirus retail ausbiz,2
After me and my best friend conquer the local grocery store CoronavirusOutbreak CoronaVirusUpdates coronapocolypse COVID 19 COVID2019 Covid 19,0
Regina Food Bank anticipating more demand and use but less supply and donations because of COVID 19,1
Empty grocery store shelves are a common sight nationally due to the coronavirus outbreak However one food industry representative from a trade group says while there will be periodic shortages the grocery store supply chain is not going to shut down,1
Your customers are concerned about COVID 19 and we are here to help YOU emphasize that you are doing everything you can,2
Evening All Here s the story on the and the impact of the amp Mag pie donation Please keep donating directly online at our Donation Station or supermarket drop off points or by online shopping deliveries,2
When you go to purchase food stuff in stores please take a moment make real eye contact with the cashier stock person or other store worker and thank them for risking their lives so you and your family can eat Thank them,0
to every person taking more than they need from the supermarket,2
Grocery retailers saw demand up by 30 40 more than usual as consumers in major metros are stocking up on daily essentials amp food items amidst the Coronavirus outbreak gets the details,1
COVID 19 MTY Food Group pushes back collection of franchisee royalties as stock plunges,2
Morrill E Good example of the uncertainty that exists for many workers Few resources for non consumer facing businesses Calgary Chamber has some,2
People are making a mad dash to stock up for potential 14 day quarantines as COVID 19 spreads in our communities Sure you need enough food But for many people cannabis is a medicine wellness product and or boredom killer CannabisCommunity,0
Another day that ends in Y another intrinsic problem of capitalism these contradictions have nothing to do with COVID2019 this is no different than a fast food giant saying that if they give employees benefits they will have to raise p,1
New hours amp new rules for shoppers at many area stores as companies try to stop panic buying This Studio City normally opens at 5am Now open 7a 9p so workers can restock amp disinfect the store says there is no food shortage no need for o panic,0
For those who face coronavirus don t go out side wash hands call ahead wear mask to doctor stock up food medicines work from home keep social distances hand sanitizer after surfaces avoid touching face good sleep vitamins cough in elbow don t panic,2
Thinking of my friends and family who are working hard to stock our shelves take care of our sick deliver our mail which contains more food medications and supplies and everyone else who selflessly are putting themselves at risk for their fellow man coronavirus,2
I am a caregiver to my 81 year old mom amp spend a lot of my time alleviating her fears on COVID 19 that are not based on fact has a webpage about COVID 19 Myth busters It offers consumer friendly graphics that are easy to share with older adults,0
La Habra supermarket offers special hours for shoppers 65 and older amid COVID 19 crisis,1
I work in a supermarket You can panic buy all you like as far as I am concerned Just be polite and apologise if you bash us drop stuff on us and it s not our fault if it didn t come in the delivery 19,2
Food banks expect to see a rise in demand as the coronavirus pandemic impacts more people How they re preparing to feed more families and the precautions they re taking to keep food volunteers safe tonight on,2
I m back for one reason only Minnie s Food Pantry is near and dear to my heart and it is suffering You food hoarders have created what I feared This coronavirus has brought the stupidity out of us Panic shop for her cause Spread this message CoronavirusOutbreak Food,0
is located in Plano TX Oprah Winfrey herself was moved by the work and story behind the food pantry Please help because nothing is in the freezers amp volunteers have drastically dwindled Panic buying has many negative effects on the needy coronavirus,1
Social distancing may help reduce the coronavirus crisis but it also threatens to wreck small businesses Shopping local online amp off Take advantage of discounts Order in Tip a little more than usual CeemiAgency smallbusinesssupport coronavirus2020 coronavirus,0
Nigeria is Africa s largest economy in regards to Gross Domestic Product but dropping oil prices and COVID 19 threaten to expose the country s economic vulnerabilities,0
Grocery stores nationwide are being wiped clean amidst COVID 19 quarantine panic Despite the burden on the stores Trump administration says the U S food supply chain is holding up and people should avoid over buying,1
s U S stores are now open from 6 a m to 11 p m retail Walmart coronavirus,2
The pandemic has led to an increase in online shopping at Amazon retail ecommerce supplychain coronavirus,2
Update with Temporary Retail Store Closures FAQ,2
People queue at the entrance of supermarket in Givors near Lyon 19,2
Lineup at my local grocery store in Toronto this evening 19,2
Amazon Prime and Fresh delivery services are grappling with high demand and inventory issues as warehouse workers report increased order volumes AWS coronavirus,2
Germany has actually created or at least it s become more widely known now a new word Hamstern to hoard stock buy food Coming from the English word hamster as they stuff their cheeks with food Even languages are now being influenced by the Covid 19 writingcommunity,2
man if I had money i d be investing hard in food delivery ghost kitchens that also had portable covid 19 testing kits so you could get burritos delivered and family tested at home on demand,1
Sainsbury Give the elderly the first hour of supermarket trading during Covid 19 Sign the Petition via,2
British retail chain has shut down 20 of its store space and will not provide a full year forecast due to the impact of the coronavirus pandemic,2
COVID Flu would still create the necessary sense of urgency but without the panic inducing virus tag Food for thought COVID2019 CoronavirusOutbreak,2
Covid 19 Panic button emptied the store shelves CoronaVirus CoronaVirusSA,0
I m fit and well so I m not worried about my risk of catching COVID 19 I work from home so I m not worried about its impact on my job apart from cancelled work But I have gestational diabetes and I AM worried about getting the right food for baby amp me amid panic buying,1
We ve got several new stories out today at about COVID 19 and the food chain Farmers markets fear shutdowns a local food co op responds to high demand officials assure that the country has plenty of food Read it all here no paywall,1
Now more than ever retailers need to think about connecting their messaging across the board as shopping moves online during coronavirus Does the consumer experience match brick amp mortar amp across all platforms,2
A update from the Disney Store SVP Edward Park All North American retail stores will be closing March 17th disneystore coronavirus covid 19 disneyclosing disneynews shopdisney chipandco,2
So awful that people are having to self isolate and indeed be sick with Covid 19 at home with no essentials like loo roll easy to cook food and food for their pets because of selfish stupid panic buyers and the supermarkets that enabled them,0
We are still building additional gyms and programmes because while coronavirus is temporary the need for effective health and wellness solutions is permanent Smooth response,0
Those who don t struggle with it may dismiss it but psychologists can attest Grocery store anxiety is absolutely real 19 via,1
Yo I really need to stock up on hand sanitizer toilet paper food weed toothpaste soap weed food and tampons coronavirus,2
5 Guard against cyberattacks Cybercriminals can exploit the situation by luring people into sharing sensitive info Use caution when you get any email related to COVID 19 and be wary of similar social media posts texts or phone calls More,2
The way to a woman s heart TheBoyDoneGood Snuggled up listening to trying to relax Stay safe everyone We can beat this if we just listen amp follow the correct advice COVID19 coronavirus StopPanicBuying HelpEachOther,0
VERY BAD SITUATION IN SWITZERLAND in several Supermarket because of coronavirus COVID 19 SARSCoV19 little food replenishment and the workers seem to be already very exhausted about the terrible situation My observation for today 03 16 2020,0
coronavirus Walmart s answer to beating online shopping Sorry Amazon you can t touch this,1
coronavirus Walmart s answer to beating online shopping Sorry Amazon you can t touch this,1
We wanted to provide a quick update to let you know that it is business as usual at COAST RANGE Our warehouses have all products in stock and we are baking larger than normal batches of food this week to ensure uninterrupted supply,2
The warns about new scams involving Coronavirus COVID19 There are no vaccines pills potions lotions lozenges prescriptions or over the counter products available to treat cure Coronavirus To learn more about how to spot these scams visit,0
How are all of ya ll gonna support socialism because it benefits everyone and then hoard up everything but the crappy wine at the grocery store CoronavirusOutbreak coronavirus StayTheFHome,1
Retail store closures in the US could explode because of coronavirus,2
FYI We anticipated more food pantry needs today but ended up at nearly 7 5x our normal demand We served everyone How can you help Drop off items Volunteer Donate Get updated,2
Due to the fast moving COVID 19 outbreak amp its negative impact on consumer spending from social distancing MN has taken the unusual step of updating its US economic outlook between forecasts It expects US recession 2nd quarter year end amp recovery beginning 1st qtr 21 mnleg,0
Resource COVID 19 prevention training video for operators and staff convenience coronavirus retail,2
The most up to date list of store closures,2
An elderly man cleans his hands with antiseptic liquid before entering inside a supermarket at the northern city of on Monday Mar 16 2020 19,2
Working hard on getting my courage up to hit the grocery store Not coronavirus related just need some foods so we don t get stuck having to go out for fast food takeout or sit in a restaurant Trying to be good and stay home,2
Amazon hiring workers to respond to increased demand due to corona virus covidhope coronavirus coronavirushelp,2
For those in the Northern and Southern Parishes of our LPSC District 2 due to the COVID 19 development our LPSC office s monthly visits to Jackson and Houma have been canceled for March We will be available over the phone for any consumer issues y all need assistance with,2
I highly suggest that everyone stock up on a few essentials non perishable food items immediately Whether you believe the impact of the COVID 19 virus is exaggerated is irrelevant Stores are rapidly losing their stock It isn t toilet paper anymore It s everything,1
ICYMI Nike UrbanOutfitters Lush close stores amid coronavirus pandemic,2
Nike UrbanOutfitters Lush close stores amid coronavirus pandemic,2
Here are some ways you can deal with the coronavirus Groceries amp more Publix and Target use Shipt Wanna play the stock market Robinhood Acorns Food delivery Uber Eats,2
CBS Dallas Needs Soar As COVID 19 Pandemic Hits Minnie s Food Pantry Sees 20 Increase In Demand dallas,2
And we think this only happens in the third world countries Panic greed and insecurity is in human nature Next time you watch desi weddings and race to get food watch this Please calm down,1
I m so over rude people on the bus in the supermarket at the DOCTORS OFFICES telling me that I don t need my mask because COVID 19 isn t even that bad here yet 6 known cases amp I look ridiculous so let me share something with y all I have a compromised immune system 1 4,0
The stupid is strong with this one,2
CoronaVirus won t kill the majority of us Mass panic will If you are able bodied don t order shopping online Leave the delivery slots for those who really need it People need to stop being so selfish The more we change our normal patte,0
America your local small business needs you You may be self quarantined but you can go online right now and buy a gift certificate from you local restaurant grocery or other store coronavirus,2
Can you imagine how much Covid 19 was spread around your local supermarket whilst you were out panic buying pot noodles Your home s will be crawling with it Sleep tight X,1
In all seriousness we should really be thankful for what we do have during this pandemic Fast Internet Wi Fi You can get your work done do some online shopping and watch your favorite TV shows movies Stay inside and you ll be fine Coronavirus CoronavirusPandemic,0
Something that needs addressing by Puerto Rico s Governor is this Hello David my name is I m 25yo amp I m an employee for a company at the airport that s currently closed my employer told us if we didn t have any vacations days left we wouldn t receive any payment,2
Mintel s Marcia Mogelonsky discusses how US consumers and industries including food and drink beauty retail and health and wellness are reacting to the COVID 19 pandemic citing new Mintel data and consumer insights,0
If you aren t disabled elderly please don t use the grocery delivery services and instead go to the store if you can Let s not backlog these systems for those who may need them most during coronavirus This virus is teaching us we re all interconnected regardless of privilege,2
Current estimates suggest COVID 19 is 20 30X more deadly than seasonal influenza via Kayli Hiban blog,2
UPDATE Due to COVID 19 concerns we are closing our retail locations until further notice Our online store will remain open to serve you We apologize for the inconvenience and appreciate your understanding,2
Coronavirus Medical Device Stock News Bites Beyond Air NASDAQ XAIR Submits Investigational Device Exemption IDE to the United States Food and Drug Administration FDA for the Treatment of COVID 19 Patients,2
Stay up to date with us as we monitor automotive website performance and sales nationwide to understand the impact Coronavirus COVID 19 has on consumer shopping and buying behavior,2
President Trump does not want people to hoard supplies and food Did you stock up on some items,1
Went to buy from a grocery store yesterday They say people have taken more than 10 packs of it Same at a the chemist So no safety for us Bhai jab hum hi nahi bachenge toh tum kaise bachoge This is a serious issue 19,2
Britain s food retailers appealed to shoppers to stop panic buying during the outbreak saying purchasing more than they need would mean others will be left without,0
Service Yep Son has had Covid 19 symptoms since Thursday but coming out the other side hubby amp I both have temps Another minimum 11 days in lockdown Luckily I have more alcohol than a French hypermarket,0
Just read that coronavirus stays alive on plastic for 2 3 days Should we stop shopping online,2
Also with all these people standing very close together in these supermarket queues is surely the perfect breeding ground for Corona covid 19 virus Everyone breathing over each other touching things without using hand sani,0
COVID 19 Quarintine amp Self Isolations will CAUSE consumer confidence 14 day in Isolations 2 to 4 months fiscal damage recovery EFFECT bankruptcy rate mortgage default rate credit card delinquencies Resolve Fed rate cut,2
Denver News Stores restaurants reduce hours due to coronavirus,2
How ICT can help manage the spread of COVID 19 Shop online Avoid crowded malls supermarkets and groceries and make use of online shopping platforms DICT COVID19,2
Amazon said Monday that it needs to hire 100 000 people across the U S to keep up with a crush of orders as the spreads and keeps more people at home shopping online,2
Aussie supermarket sets special senior hours amid COVID 19 New York Daily News CoronavirusOutbreak,2
Since we have to be responsible and try to stay at home as much as we can during the coronavirus why not treat yourself to some retail therapy and get 15 OFF when you spend 10 00 in our Etsy store via stayathome retailtherapy coronavirus,2
So instead of shutting our retail store down we are now holding an event at my store with a food truck this Friday Can t wait to get carina y all super excited not having insurance provided by my employer and them saying they don t care about our wel being Covid 19,0
Australian supermarket giant is introducing a dedicated shopping hour that will only allow and people with to purchase items in an effort to ensure that they get supplies,0
Coronavirus is making so many people panic Those panicking early are the ones who look at he cup half empty Keep clean and aware but don t panic DigitalEntrepreneur Mindset Motivation MakeMoneyOnline AffiliateMarketingPrograms WorkFromHome CoronaVirus StopPanicBuying,0
I see people stealing these masks and selling them at ridiculous prices online taking advantage of our fear These masks won t help you stay virus free but they are indispensable to health care workers Please be considerate COVID2019 Coronasverige surgicalmask,0
Don t worry there is enough food for everyone says PM amid Covid 19 fears The Star Online hv u seen d panic buying spree,0
MUST READ LINK IN BIO Coronoaviri has left us with limited stock Buy Now before its out of stock Amazon Prime gets FREE shipping Non Amazon Prime gets FREE shipping With 2 or more purchases Be safe everyone,0
Companies need to develop an underlying consumer loyalty strategy built around a fluid partnership of products services and experiences via leadership marketing,2
Five million self employed workers could be forced into debt or having to work while ill selfemployed coronavirus socialinequality capitalism,0
I am highly susceptible to coronavirus with a pre existing condition that could be a problem for me if I can t get the treatment I would need An extra 2 an hour for putting my life on the line the grocery store employe,1
Yesterday I spoke with the great American Grocers and Supply Chain Executives We are confident that supply will continue to meet demand nationwide These beacons of our community will remain open for you no matter what We are working hard to remove any barriers to that effort,0
The will begin providing 800 supermarket vouchers to 6 250 families enrolled in city subsidized childcare and food assistance programs Prompt local action and leadership COVID2019 seattlewegotthis,2
I think the companies finally giving paid sick leave is wonderful Thank you But are they giving grocery store clerks gas attendents hazard pay or a shift differential What about Amazon drivers They deserve something other than my thanks Coronavirus CoronavirusUSA,0
There is this factor also And if people think panic buying is bad now wait until we actually have food shortages after a no deal There will be much violence,0
An elderly Londoner lady speaks out about corona Warning Her lingua franca is arguably a tad exotic,1
STOP DJT Turn your attention to and focus on the C Virus COVID 19 Where are the masks test kits PPE s food for disadvantaged school children where are the test sites Leave the stock market alone,0
Hike the prices of mask and Sanitizers for now so the common Mwanainchi does afford Lakni tutapatana after the situation is contained They will expire kwa your shelves coronaviruskenya Covid 19,2
The Coronavirus pandemic will impact all sectors amp disrupt the supply demand sides of the economy Spending on transportation food services accommodation amp recreation account for 13 6 of personal consumption which is plummeting amidst biz closures,1
Regina Food Bank anticipating more demand and use but less supply and donations because of COVID 19 skpoli cnpoli yqr,1
online shopping A solution instead of waiting for hours in line in supermarkets,2
Collected my weekly Click Collect shopping today easiest way with two children under 2yrs No baby formula The assistant said many people are stockpiling and some are buying it to sell online for profit Shame on you,2
sanfranciscoand bayarea residents grocery stores are going to operate during the shutdown Please do not panic and hoard Please share the food with others who might genuinely need it donthoard coronavirus CoronavirusOutbreak COVID19 COVID2019 Share ktvu,0
With all this chaos with coronavirus Please don t forget to stock up on food for your pets It s gonna get interesting in the next few weeks,1
Went to my local Indian grocery store and their shelves were full of supplies same as the local Guatemalan grocery store Try those places instead of the Acme shop rite giant etc Covid 19,2
People are struggling because of covid 19 It is even more difficult when you have outstanding debt but now no way to pay This is why I am asking you to sign this petition that would push legislation that would put a stay on debt during the crisis SIGN,0
Urban Outfitters Nike and 14 other major retailers are temporarily closing stores in an unprecedented move to prevent the spread of the coronavirus Retail,2
Do you have a brick and mortar store only Now s a great time to add an online store for your business covid19 coronavirus payments retail ecommerce merchantservices merchantaccount business smallbiz,0
Out of an abundance of caution we are temporarily closing the InsideOut Studio retail store in Hamilton amid the COVID 19 response For up to date information on Easterseals programs visit us online at,2
Coronavirus is taking over all aspects of the food news world lately Not surprising but what IS surprising is the not being willing to support their stadium staff That story and more in our latest ICYMI ShameTheFlames,2
If you re coming to a retail store that sells non essential items and then getting mad when we tell you that we can t do certain things bc of or if you get mad at the idea of touching the pinpad yourself to pay for your non essential products YOU SUCK,0
People on Facebook posting photos of empty shelves and complaining that there is no pasta or milk Then in the same posted stating they only thats all they came in for Your the problem StopPanicBuying coronavirus,0
He s f up For real This country is fucked Buy guns and ammo Stock up on food and water THEY let this virus loose on the world PRAY coronavirus,1
So my foreign husband went to the store to stock up He was afraid we d run out of food if worse comes to worst What we got was several eggplants eggs pre baked French loafs and 1 kg of potatoes This has to do COVID2019,0
can you please sign this petition regarding opening the supermarkets to the elderly first please Lots of love x,0
COVID19 is creating challenges amp opportunities for food cos with panic buying prompting mayhem in stores and surging online sales while instore demo cos have seen business fall off a cliff amp small brands are suffering from canceled meetings events,1
Everyone also thank your grocery store workers they are working very hard to give you everything you need during this time and they HAVE to stay open too He just got done with a 13 hour shift and is exhausted CoronavirusOutbreak Covid 19,1
Video High volume grocery store in controls access certain supplies diminish InElkGrove coronavirus COVID2019,2
Just been to and got what i needed for dinner doesn t it look delicious,2
This is how we do grocery shopping in Wuhan Wuhan coronavirus StockUp COVID19,2
Coronavirus boris is now going to make people panic buy even more with his suggestion orlf everyone in the house isolating and not even going out to buy food the latter isn t even done in lock down countries For fuck sake,0
Coronavirus continues to effect retail including in store experiences,2
Just got back from the UK where COVID2019 panic buying is seemingly not just about toilet paper and pasta It s about tea as well In this supermarket aisle only decaf remained,1
Distance Learning for Educational Institutes Working Remotely for Full Time Jobs Digitalization for Requesting Services Online Shopping and Shipping Automation and IoT Controllers can we make this behavior permanent It s saving us CoronaVirus,2
Dear Malaysians no need panic buy Our country have lots of food amp soap dettol factories and toilet paper factories and tissue factories and the top most rubber gloves factories in Asia world we also have face mask factories after this they cannot export anymore 19,1
Never thought I would post something like this but maybe those people buying all the TP in the supermarket can rather try this How to make your own toilet paper CoronaCrisis ToiletPaperApocalypse ToiletPaperPanic,2
As an additional support measure for our members during the development of COVID 19 Enrichment FCU is increasing consumer credit card limits by 1000 effective March 16 2020 Please visit our website for more information and details,0
Walking through my supermarket in this time of covid 19 I have discovered that people don t like okra Who knew,2
Please Please Don t Ignore My Tweet Plzzz Note That Don t use Online Shoping Its a Fastest And Easy Way For Spreading COVID 19 Reach to You Say No To Online Shopping,2
During COVID 19 Shopping online will seem so convenient but please try to shop local to help our communities Also has next business day shipping for most canadiens w no prime fees,2
Go ahead and sign up for PayPal Makes shopping online and supporting small businesses that aren t able to get foot traffic that much easier coronavirus,0
19 Malaysia s supermarket should also dedicate special hours only for the elderly and OKU They too need to buy the necessary without going through masses at this difficult time May Allah swt grant ease to everyone Aamiin,2
coronavirus PokemonGo Niantic QuarantineLife Oh c mon Niantic Really People can t go outside and this is what you respond Like the increase in food prices right now Shame shame shame,0
